session_id,player_id,game_title,date,session_duration_min,in_game_purchases_usd,level,platform,region,player_type,account_age_category,achievement_count,social_interactions,churn_flag
S00020428,P00014507,Mythic Quest,2024-05-30,170,,16,PLAYSTATION,,,new,46,35,0
S00020429,P00014507,Mythic Quest,2024-06-05,79,0,17,PLAYSTATION,,,new,43,,0
S00020430,P00014507,Mythic Quest,2024-08-12,231,5.95,25,PLAYSTATION,,,new,72,7,0
S00020431,P00014508,Mythic Quest,2024-04-20,81,0,25,PlayStation,NA,,veteran,31,27,0
S00020432,P00014508,Mythic Quest,2024-04-24,49,4.89,27,PlayStation,NA,,veteran,31,0,0
S00020433,P00014508,Mythic Quest,2024-04-27,155,0,29,PlayStation,NA,,veteran,41,25,0
S00020434,P00014508,Mythic Quest,2024-05-09,182,19.10,31,PlayStation,NA,,veteran,23,8,0
S00020435,P00014508,Mythic Quest,2024-06-15,110,,36,PlayStation,NA,,veteran,52,38,0
S00020436,P00014508,Mythic Quest,2024-06-20,181,,36,PlayStation,NA,,veteran,51,45,0
S00020437,P00014508,Mythic Quest,2024-07-08,101,,40,PlayStation,NA,,veteran,77,61,No
S00020438,P00014508,Mythic Quest,2024-07-14,176,24.10,42,PlayStation,NA,,veteran,80,54,0
S00020439,P00014509,Mythic Quest,2024-06-06,122,,4,,EU,Casual,Veteran,,19,0
S00020440,P00014509,Mythic Quest,2024-06-13,125,,6,,EU,Casual,Veteran,19,45,No
S00020441,P00014511,Mythic Quest,2024-05-09,105,15.39,23,PLAYSTATION,SA,Premium,veteran,33,45,0
S00020442,P00014511,Mythic Quest,2024-05-15,39,13.17,24,PLAYSTATION,SA,Premium,veteran,27,27,0
S00020443,P00014511,Mythic Quest,2024-06-19,164,0,28,PLAYSTATION,SA,Premium,veteran,,,0
S00020444,P00014511,Mythic Quest,2024-06-24,267,,31,PLAYSTATION,SA,Premium,veteran,54,10,0
S00020445,P00014511,Mythic Quest,2024-06-24,31,0,33,PLAYSTATION,SA,Premium,veteran,61,4,0
S00020446,P00014511,Mythic Quest,2024-07-27,63,,33,PLAYSTATION,SA,Premium,veteran,48,48,No
S00020447,P00014512,Mythic Quest,2024-04-17,205,0,14,,ASIA,PREMIUM,veteran,7,59,0
S00020448,P00014512,Mythic Quest,2024-04-23,71,0,15,,ASIA,PREMIUM,veteran,20,19,0
S00020449,P00014512,Mythic Quest,2024-06-15,195,1.83,19,,ASIA,PREMIUM,veteran,50,36,0
S00020450,P00014513,Mythic Quest,2024-06-06,102,,17,PlayStation,EU,,,22,13,1
S00020451,P00014514,Mythic Quest,2024-04-27,117,0,32,PlayStation,OCE,,Veteran,2,32,0
S00020452,P00014514,Mythic Quest,2024-04-28,63,10.64,34,PlayStation,OCE,,Veteran,-1,21,0
S00020453,P00014514,Mythic Quest,2024-06-15,141,10.54,37,PlayStation,OCE,,Veteran,23,36,No
S00020454,P00014514,Mythic Quest,2024-06-23,94,,40,PlayStation,OCE,,Veteran,32,14,0
S00020455,P00014514,Mythic Quest,2024-07-08,57,0,42,PlayStation,OCE,,Veteran,60,58,0
S00020456,P00014514,Mythic Quest,2024-07-21,147,,46,PlayStation,OCE,,Veteran,72,26,0
S00020457,P00014514,Mythic Quest,2024-07-29,188,0,47,PlayStation,OCE,,Veteran,59,57,0
S00020458,P00014515,Mythic Quest,2024-05-09,58,,11,PC,EU,free,Intermediate,14,19,0
S00020459,P00014515,Mythic Quest,2024-06-24,217,18.74,13,PC,EU,free,Intermediate,43,51,0
S00020460,P00014515,Mythic Quest,2024-07-06,119,,15,PC,EU,free,Intermediate,25,54,0
S00020461,P00014516,Mythic Quest,2024-04-30,80,0,20,,na,Whale,new,18,45,0
S00020462,P00014516,Mythic Quest,2024-05-07,137,0,21,,na,Whale,new,26,43,1
S00020463,P00014517,Mythic Quest,2024-05-10,51,0,8,,EU,free,new,,40,No
S00020464,P00014517,Mythic Quest,2024-06-25,171,12.84,10,,EU,free,new,14,65,0
S00020465,P00014518,Mythic Quest,2024-05-09,124,2.62,7,,N/A,free,New,18,19,0
S00020466,P00014518,Mythic Quest,2024-06-02,131,0,8,,N/A,free,New,18,26,No
S00020467,P00014518,Mythic Quest,2024-08-06,42,,12,,N/A,free,New,16,6,0
S00020468,P00014519,Mythic Quest,2024-04-25,84,,44,PlayStation,ASIA,,New,21,25,0
S00020469,P00014519,Mythic Quest,2024-05-26,48,14.03,46,PlayStation,ASIA,,New,41,48,0
S00020470,P00014519,Mythic Quest,2024-06-20,28,12.24,49,PlayStation,ASIA,,New,55,54,0
S00020471,P00014519,Mythic Quest,2024-06-25,27,,50,PlayStation,ASIA,,New,25,2,0
S00020472,P00014519,Mythic Quest,2024-07-29,271,,55,PlayStation,ASIA,,New,37,55,0
S00020473,P00014519,Mythic Quest,2024-08-10,220,0,55,PlayStation,ASIA,,New,43,27,0
S00020474,P00014520,Mythic Quest,2024-04-18,173,6.73,,,EU,free,veteran,21,4,0
S00020475,P00014520,Mythic Quest,2024-04-19,55,,52,,EU,free,veteran,29,38,0
S00020476,P00014520,Mythic Quest,2024-05-01,70,12.52,53,,EU,free,veteran,27,30,0
S00020477,P00014520,Mythic Quest,2024-05-16,86,,55,,EU,free,veteran,,40,0
S00020478,P00014520,Mythic Quest,2024-07-12,57,12.25,59,,EU,free,veteran,25,23,0
S00020479,P00014520,Mythic Quest,2024-07-16,203,21.10,60,,EU,free,veteran,56,7,0
S00020480,P00014520,Mythic Quest,2024-07-18,95,,63,,EU,free,veteran,59,51,0
S00020481,P00014520,Mythic Quest,2024-07-25,79,9.11,67,,EU,free,veteran,77,23,0
S00020482,P00014521,Mythic Quest,2024-06-08,92,17.24,39,PC,EU,,New,21,26,0
S00020483,P00014521,Mythic Quest,2024-08-03,70,,41,PC,EU,,New,32,42,0
S00020484,P00014521,Mythic Quest,2024-08-07,158,0,44,PC,EU,,New,21,26,0
S00020485,P00014522,Mythic Quest,2024-05-24,158,,46,Xbox,EU,,Intermediate,25,17,0
S00020486,P00014522,Mythic Quest,2024-06-13,189,,48,Xbox,EU,,Intermediate,36,19,0
S00020487,P00014522,Mythic Quest,2024-06-16,212,0,51,Xbox,EU,,Intermediate,32,65,0
S00020488,P00014522,Mythic Quest,2024-06-21,165,,52,Xbox,EU,,Intermediate,36,50,0
S00020489,P00014522,Mythic Quest,2024-07-14,20,13.13,57,Xbox,EU,,Intermediate,67,58,0
S00020490,P00014522,Mythic Quest,2024-08-06,18,14.37,56,Xbox,EU,,Intermediate,30,34,0
S00020491,P00014522,Mythic Quest,2024-08-08,182,,59,Xbox,EU,,Intermediate,59,,0
S00020492,P00014523,Mythic Quest,2024-04-19,156,0,3,PLAYSTATION,EU,,,2,34,0
S00020493,P00014523,Mythic Quest,2024-05-17,119,12.07,4,PLAYSTATION,EU,,,4,34,1
S00020494,P00014524,Mythic Quest,2024-05-09,108,2.53,23,pc,,Free,New,3,35,0
S00020495,P00014524,Mythic Quest,2024-05-22,148,10.18,24,pc,,Free,New,7,,0
S00020496,P00014524,Mythic Quest,2024-05-31,20,,27,pc,,Free,New,17,0,0
S00020497,P00014524,Mythic Quest,2024-06-14,93,0,27,pc,,Free,New,34,7,0
S00020498,P00014524,Mythic Quest,2024-06-27,98,,34,pc,,Free,New,49,23,Yes
S00020499,P00014525,Mythic Quest,2024-04-18,144,0,4,,OCE,Whale,new,24,16,0
S00020500,P00014525,Mythic Quest,2024-04-19,73,0,6,,OCE,Whale,new,26,16,No
S00020501,P00014525,Mythic Quest,2024-04-20,67,0,8,,OCE,Whale,new,34,2,0
S00020502,P00014525,Mythic Quest,2024-05-05,92,0,9,,OCE,Whale,new,43,16,0
S00020503,P00014525,Mythic Quest,2024-05-07,103,134.90,10,,OCE,Whale,new,25,35,0
S00020504,P00014525,Mythic Quest,2024-06-06,168,0,13,,OCE,Whale,new,35,27,0
S00020505,P00014525,Mythic Quest,2024-06-25,134,0,16,,OCE,Whale,new,38,40,No
S00020506,P00014525,Mythic Quest,2024-07-08,18,0,19,,OCE,Whale,new,69,12,0
S00020507,P00014526,Mythic Quest,2024-04-30,88,,35,,EU,free,new,18,24,0
S00020508,P00014526,Mythic Quest,2024-07-01,212,0,37,,EU,free,new,42,24,0
S00020509,P00014526,Mythic Quest,2024-07-16,160,,MAX,,EU,free,new,45,16,0
S00020510,P00014526,Mythic Quest,2024-08-06,133,1.86,43,,EU,free,new,32,36,0
S00020511,P00014527,Mythic Quest,2024-05-24,NULL,,MAX,,EU,Free,Intermediate,29,46,0
S00020512,P00014527,Mythic Quest,2024-07-19,171,,30,,EU,Free,Intermediate,18,4,0
S00020513,P00014528,Mythic Quest,2024-04-16,152,,34,Xbox,na,Whale,new,14,24,0
S00020514,P00014528,Mythic Quest,2024-04-18,37,0,36,Xbox,na,Whale,new,37,40,0
S00020515,P00014528,Mythic Quest,2024-04-24,198,77.70,38,Xbox,na,Whale,new,35,44,0
S00020516,P00014528,Mythic Quest,2024-06-20,19,,40,Xbox,na,Whale,new,33,17,0
S00020517,P00014528,Mythic Quest,2024-07-17,185,115.37,MAX,Xbox,na,Whale,new,56,21,0
S00020518,P00014528,Mythic Quest,2024-08-02,192,,45,Xbox,na,Whale,new,44,23,No
S00020519,P00014528,Mythic Quest,2024-08-13,105,,47,Xbox,na,Whale,new,69,48,0
S00020520,P00014529,Mythic Quest,2024-05-03,170,15.84,27,PlayStation,OCE,,Intermediate,21,19,0
S00020521,P00014529,Mythic Quest,2024-05-27,142,,29,PlayStation,OCE,,Intermediate,12,13,0
S00020522,P00014529,Mythic Quest,2024-05-29,27,10.89,30,PlayStation,OCE,,Intermediate,13,17,0
S00020523,P00014529,Mythic Quest,2024-06-01,91,,32,PlayStation,OCE,,Intermediate,14,36,0
S00020524,P00014529,Mythic Quest,2024-06-23,125,0,36,PlayStation,OCE,,Intermediate,57,,0
S00020525,P00014529,Mythic Quest,2024-06-27,197,23.59,41,PlayStation,OCE,,Intermediate,62,7,0
S00020526,P00014529,Mythic Quest,2024-07-31,36,16.58,41,PlayStation,OCE,,Intermediate,56,55,0
S00020527,P00014530,Mythic Quest,2024-06-13,59,,47,,NA,PREMIUM,Veteran,25,,0
S00020528,P00014530,Mythic Quest,2024-06-30,,0,49,,NA,PREMIUM,Veteran,28,29,0
S00020529,P00014530,Mythic Quest,2024-07-21,203,1.34,52,,NA,PREMIUM,Veteran,15,17,0
S00020530,P00014530,Mythic Quest,2024-07-29,NULL,,54,,NA,PREMIUM,Veteran,18,6,No
S00020531,P00014531,Mythic Quest,2024-07-04,206,,7,,OCE,Free,,39,40,0
S00020532,P00014531,Mythic Quest,2024-07-21,117,,9,,OCE,Free,,19,23,0
S00020533,P00014532,Mythic Quest,2024-04-24,121,,46,PlayStation,SA,Premium,,34,43,No
S00020534,P00014532,Mythic Quest,2024-04-27,71,0,48,PlayStation,SA,Premium,,-1,37,0
S00020535,P00014532,Mythic Quest,2024-05-09,103,12.62,49,PlayStation,SA,Premium,,10,40,0
S00020536,P00014532,Mythic Quest,2024-05-22,30,15.21,51,PlayStation,SA,Premium,,17,13,0
S00020537,P00014532,Mythic Quest,2024-06-30,243,0,57,PlayStation,SA,Premium,,35,67,No
S00020538,P00014532,Mythic Quest,2024-07-02,180,1.21,56,PlayStation,SA,Premium,,35,26,0
S00020539,P00014532,Mythic Quest,2024-07-27,70,,62,PlayStation,SA,Premium,,75,49,0
S00020540,P00014533,Mythic Quest,2024-06-18,136,,33,,ASIA,PREMIUM,New,1,12,0
S00020541,P00014533,Mythic Quest,2024-07-15,149,,35,,ASIA,PREMIUM,New,31,,0
S00020542,P00014534,Mythic Quest,2024-05-14,109,5.01,18,,NA,Casual,,21,31,1
S00020543,P00014535,Mythic Quest,2024-05-04,175,0,42,,NA,PREMIUM,new,7,50,0
S00020544,P00014535,Mythic Quest,2024-05-10,42,0,44,,NA,PREMIUM,new,39,37,0
S00020545,P00014535,Mythic Quest,2024-05-10,135,0,46,,NA,PREMIUM,new,33,31,0
S00020546,P00014535,Mythic Quest,2024-06-12,176,,48,,NA,PREMIUM,new,43,35,0
S00020547,P00014535,Mythic Quest,2024-06-16,23,,52,,NA,PREMIUM,new,39,33,0
S00020548,P00014535,Mythic Quest,2024-06-29,252,0,55,,NA,PREMIUM,new,50,26,0
S00020549,P00014535,Mythic Quest,2024-07-07,30,,57,,NA,PREMIUM,new,39,57,0
S00020550,P00014536,Mythic Quest,2024-04-21,161,0,4,PC,SA,Free,Veteran,28,20,0
S00020551,P00014536,Mythic Quest,2024-05-06,17,0,6,PC,SA,Free,Veteran,-1,13,0
S00020552,P00014536,Mythic Quest,2024-05-29,87,2.00,8,PC,SA,Free,Veteran,-1,17,0
S00020553,P00014536,Mythic Quest,2024-06-10,13,0,9,PC,SA,Free,Veteran,16,23,0
S00020554,P00014536,Mythic Quest,2024-06-11,169,,11,PC,SA,Free,Veteran,19,24,0
S00020555,P00014536,Mythic Quest,2024-07-07,175,8.68,18,PC,SA,Free,Veteran,69,27,No
S00020556,P00014536,Mythic Quest,2024-07-25,77,,19,PC,SA,Free,Veteran,53,31,0
S00020557,P00014536,Mythic Quest,2024-07-28,236,0,23,PC,SA,Free,Veteran,80,15,0
S00020558,P00014537,Mythic Quest,2024-04-17,144,0,13,PlayStation,N/A,Whale,,19,29,0
S00020559,P00014537,Mythic Quest,2024-05-21,54,0,14,PlayStation,N/A,Whale,,16,10,1
S00020560,P00014538,Mythic Quest,2024-05-20,100,,41,pc,SA,free,Veteran,16,31,0
S00020561,P00014538,Mythic Quest,2024-06-29,222,14.53,43,pc,SA,free,Veteran,39,44,1
S00020562,P00014539,Mythic Quest,2024-05-10,80,12.58,3,,na,,Intermediate,24,25,0
S00020563,P00014539,Mythic Quest,2024-05-12,29,6.63,5,,na,,Intermediate,22,42,0
S00020564,P00014539,Mythic Quest,2024-05-20,181,,7,,na,,Intermediate,40,38,0
S00020565,P00014539,Mythic Quest,2024-06-30,,,11,,na,,Intermediate,46,72,0
S00020566,P00014540,Mythic Quest,2024-05-07,99,0,12,,SA,Casual,new,1,36,0
S00020567,P00014540,Mythic Quest,2024-05-11,NULL,4.94,13,,SA,Casual,new,27,24,0
S00020568,P00014540,Mythic Quest,2024-07-07,248,0,17,,SA,Casual,new,56,38,1
S00020569,P00014541,Mythic Quest,2024-05-06,53,0,47,Xbox,OCE,Premium,New,23,12,No
S00020570,P00014541,Mythic Quest,2024-05-10,134,1.36,48,Xbox,OCE,Premium,New,9,31,0
S00020571,P00014541,Mythic Quest,2024-06-24,192,3.02,51,Xbox,OCE,Premium,New,16,,0
S00020572,P00014541,Mythic Quest,2024-06-26,85,10.36,54,Xbox,OCE,Premium,New,-1,38,0
S00020573,P00014541,Mythic Quest,2024-07-26,81,0,55,Xbox,OCE,Premium,New,,40,No
S00020574,P00014541,Mythic Quest,2024-07-27,50,0,58,Xbox,OCE,Premium,New,58,19,0
S00020575,P00014541,Mythic Quest,2024-08-06,176,0,59,Xbox,OCE,Premium,New,37,,0
S00020576,P00014542,Mythic Quest,2024-04-22,40,0,,,OCE,Whale,,22,28,0
S00020577,P00014542,Mythic Quest,2024-05-07,96,,45,,OCE,Whale,,22,21,0
S00020578,P00014542,Mythic Quest,2024-05-28,105,80.44,48,,OCE,Whale,,,45,0
S00020579,P00014542,Mythic Quest,2024-06-30,54,0,50,,OCE,Whale,,29,38,0
S00020580,P00014542,Mythic Quest,2024-07-02,43,,52,,OCE,Whale,,24,24,0
S00020581,P00014542,Mythic Quest,2024-07-08,154,0,56,,OCE,Whale,,45,,0
S00020582,P00014543,Mythic Quest,2024-04-25,63,4.85,30,PC,NA,Free,veteran,16,40,0
S00020583,P00014543,Mythic Quest,2024-05-14,167,6.31,32,PC,NA,Free,veteran,11,15,0
S00020584,P00014543,Mythic Quest,2024-05-28,34,0,,PC,NA,Free,veteran,11,13,0
S00020585,P00014543,Mythic Quest,2024-06-17,68,,37,PC,NA,Free,veteran,28,17,0
S00020586,P00014543,Mythic Quest,2024-07-02,133,,40,PC,NA,Free,veteran,50,23,0
S00020587,P00014544,Mythic Quest,2024-04-29,132,,32,,NA,,,3,24,0
S00020588,P00014544,Mythic Quest,2024-07-06,205,0,34,,NA,,,39,,0
S00020589,P00014544,Mythic Quest,2024-07-24,88,0,36,,NA,,,12,22,0
S00020590,P00014545,Mythic Quest,2024-04-20,13,0,19,PC,,Premium,,19,51,0
S00020591,P00014545,Mythic Quest,2024-05-13,67,0,20,PC,,Premium,,15,13,0
S00020592,P00014545,Mythic Quest,2024-05-25,66,0,23,PC,,Premium,,19,37,0
S00020593,P00014545,Mythic Quest,2024-06-26,200,0,27,PC,,Premium,,22,55,No
S00020594,P00014545,Mythic Quest,2024-07-07,72,,28,PC,,Premium,,33,50,0
S00020595,P00014546,Mythic Quest,2024-05-03,128,0,39,PLAYSTATION,EU,Premium,Veteran,2,28,0
S00020596,P00014546,Mythic Quest,2024-05-29,56,,40,PLAYSTATION,EU,Premium,Veteran,23,31,0
S00020597,P00014546,Mythic Quest,2024-06-08,20,,43,PLAYSTATION,EU,Premium,Veteran,-1,0,0
S00020598,P00014546,Mythic Quest,2024-07-04,180,,47,PLAYSTATION,EU,Premium,Veteran,58,46,No
S00020599,P00014546,Mythic Quest,2024-07-14,41,10.45,50,PLAYSTATION,EU,Premium,Veteran,51,9,0
S00020600,P00014546,Mythic Quest,2024-08-09,143,,53,PLAYSTATION,EU,Premium,Veteran,41,26,0
S00020601,P00014546,Mythic Quest,2024-08-13,NULL,11.21,52,PLAYSTATION,EU,Premium,Veteran,61,30,0
S00020602,P00014547,Mythic Quest,2024-06-22,106,,15,,,Whale,,25,19,0
S00020603,P00014547,Mythic Quest,2024-06-28,57,226.90,17,,,Whale,,44,19,0
S00020604,P00014547,Mythic Quest,2024-06-29,81,28.05,20,,,Whale,,16,9,0
S00020605,P00014547,Mythic Quest,2024-08-08,,121.41,23,,,Whale,,,53,0
S00020606,P00014548,Mythic Quest,2024-04-26,71,,15,PC,EU,free,Veteran,7,29,0
S00020607,P00014548,Mythic Quest,2024-05-02,138,0,16,PC,EU,free,Veteran,-1,43,0
S00020608,P00014548,Mythic Quest,2024-05-21,27,0,19,PC,EU,free,Veteran,23,19,0
S00020609,P00014548,Mythic Quest,2024-05-28,55,0,21,PC,EU,free,Veteran,23,,0
S00020610,P00014549,Mythic Quest,2024-04-26,115,,8,Xbox,OCE,Whale,Veteran,7,31,0
S00020611,P00014549,Mythic Quest,2024-05-05,43,77.77,9,Xbox,OCE,Whale,Veteran,6,16,0
S00020612,P00014549,Mythic Quest,2024-06-20,100,,13,Xbox,OCE,Whale,Veteran,17,23,0
S00020613,P00014549,Mythic Quest,2024-06-20,105,0,15,Xbox,OCE,Whale,Veteran,-1,3,0
S00020614,P00014549,Mythic Quest,2024-06-28,17,0,18,Xbox,OCE,Whale,Veteran,40,21,0
S00020615,P00014549,Mythic Quest,2024-07-02,165,129.65,19,Xbox,OCE,Whale,Veteran,39,31,0
S00020616,P00014549,Mythic Quest,2024-07-06,142,219.51,23,Xbox,OCE,Whale,Veteran,57,62,0
S00020617,P00014550,Mythic Quest,2024-04-16,109,2.41,50,Xbox,na,Free,New,23,17,0
S00020618,P00014550,Mythic Quest,2024-05-23,,,52,Xbox,na,Free,New,24,4,1
S00020619,P00014551,Mythic Quest,2024-04-28,134,0,18,PC,N/A,PREMIUM,veteran,4,,0
S00020620,P00014551,Mythic Quest,2024-06-05,151,,19,PC,N/A,PREMIUM,veteran,19,7,No
S00020621,P00014551,Mythic Quest,2024-06-13,76,,21,PC,N/A,PREMIUM,veteran,,19,0
S00020622,P00014551,Mythic Quest,2024-07-08,197,24.39,25,PC,N/A,PREMIUM,veteran,55,0,0
S00020623,P00014551,Mythic Quest,2024-07-31,23,4.92,28,PC,N/A,PREMIUM,veteran,60,9,0
S00020624,P00014551,Mythic Quest,2024-08-11,108,,32,PC,N/A,PREMIUM,veteran,68,,0
S00020625,P00014552,Mythic Quest,2024-04-21,25,10.08,2,,ASIA,free,Veteran,17,18,0
S00020626,P00014552,Mythic Quest,2024-05-17,49,,4,,ASIA,free,Veteran,29,31,0
S00020627,P00014552,Mythic Quest,2024-05-19,58,0,5,,ASIA,free,Veteran,13,30,0
S00020628,P00014552,Mythic Quest,2024-06-06,159,0,8,,ASIA,free,Veteran,21,0,0
S00020629,P00014552,Mythic Quest,2024-06-23,33,1.43,11,,ASIA,free,Veteran,,22,0
S00020630,P00014552,Mythic Quest,2024-07-14,119,0,12,,ASIA,free,Veteran,28,31,0
S00020631,P00014552,Mythic Quest,2024-08-13,249,,19,,ASIA,free,Veteran,44,64,No
S00020632,P00014553,Mythic Quest,2024-04-22,148,0,3,,OCE,Whale,veteran,21,7,0
S00020633,P00014553,Mythic Quest,2024-05-08,140,,5,,OCE,Whale,veteran,38,5,0
S00020634,P00014553,Mythic Quest,2024-06-01,190,,7,,OCE,Whale,veteran,,34,0
S00020635,P00014553,Mythic Quest,2024-06-05,58,,10,,OCE,Whale,veteran,40,,0
S00020636,P00014553,Mythic Quest,2024-06-07,31,156.73,10,,OCE,Whale,veteran,43,18,0
S00020637,P00014553,Mythic Quest,2024-06-08,175,,12,,OCE,Whale,veteran,26,43,1
S00020638,P00014554,Mythic Quest,2024-04-19,120,0,34,pc,OCE,,Veteran,27,0,No
S00020639,P00014554,Mythic Quest,2024-04-28,98,7.70,MAX,pc,OCE,,Veteran,12,7,1
S00020640,P00014555,Mythic Quest,2024-06-08,98,,9,,,PREMIUM,Intermediate,11,30,0
S00020641,P00014555,Mythic Quest,2024-06-18,77,,11,,,PREMIUM,Intermediate,44,42,No
S00020642,P00014555,Mythic Quest,2024-06-19,100,0,13,,,PREMIUM,Intermediate,47,0,0
S00020643,P00014555,Mythic Quest,2024-06-20,185,0,16,,,PREMIUM,Intermediate,-1,16,0
S00020644,P00014555,Mythic Quest,2024-06-30,113,0,17,,,PREMIUM,Intermediate,39,22,0
S00020645,P00014555,Mythic Quest,2024-07-09,,,19,,,PREMIUM,Intermediate,49,27,0
S00020646,P00014555,Mythic Quest,2024-07-18,,,24,,,PREMIUM,Intermediate,51,22,0
S00020647,P00014555,Mythic Quest,2024-07-25,219,,25,,,PREMIUM,Intermediate,73,56,0
S00020648,P00014556,Mythic Quest,2024-04-28,,14.58,5,Xbox,N/A,Casual,new,33,7,0
S00020649,P00014556,Mythic Quest,2024-06-02,37,,6,Xbox,N/A,Casual,new,18,12,0
S00020650,P00014556,Mythic Quest,2024-06-22,69,0,,Xbox,N/A,Casual,new,13,14,0
S00020651,P00014557,Mythic Quest,2024-04-16,116,,7,Xbox,ASIA,PREMIUM,Intermediate,-1,,0
S00020652,P00014557,Mythic Quest,2024-04-25,93,0,8,Xbox,ASIA,PREMIUM,Intermediate,31,33,0
S00020653,P00014557,Mythic Quest,2024-05-16,210,10.93,11,Xbox,ASIA,PREMIUM,Intermediate,44,52,0
S00020654,P00014557,Mythic Quest,2024-06-15,118,,15,Xbox,ASIA,PREMIUM,Intermediate,48,58,0
S00020655,P00014557,Mythic Quest,2024-06-23,119,0,15,Xbox,ASIA,PREMIUM,Intermediate,42,,0
S00020656,P00014557,Mythic Quest,2024-07-01,209,0,21,Xbox,ASIA,PREMIUM,Intermediate,69,22,0
S00020657,P00014558,Mythic Quest,2024-05-02,133,0,8,,,free,,12,21,0
S00020658,P00014558,Mythic Quest,2024-06-20,188,17.91,10,,,free,,35,19,0
S00020659,P00014558,Mythic Quest,2024-07-01,272,,13,,,free,,33,42,No
S00020660,P00014558,Mythic Quest,2024-07-07,16,,16,,,free,,57,39,0
S00020661,P00014558,Mythic Quest,2024-07-31,81,,18,,,free,,27,14,0
S00020662,P00014558,Mythic Quest,2024-08-01,75,4.13,19,,,free,,61,18,0
S00020663,P00014558,Mythic Quest,2024-08-13,248,0,24,,,free,,65,,0
S00020664,P00014559,Mythic Quest,2024-04-22,163,,27,pc,na,Whale,New,6,,0
S00020665,P00014559,Mythic Quest,2024-05-04,102,17.92,29,pc,na,Whale,New,12,38,0
S00020666,P00014559,Mythic Quest,2024-06-02,70,155.48,31,pc,na,Whale,New,12,9,0
S00020667,P00014559,Mythic Quest,2024-06-13,153,,33,pc,na,Whale,New,45,0,0
S00020668,P00014559,Mythic Quest,2024-07-07,23,,35,pc,na,Whale,New,39,45,0
S00020669,P00014559,Mythic Quest,2024-07-10,179,204.50,41,pc,na,Whale,New,64,3,0
S00020670,P00014559,Mythic Quest,2024-07-25,31,,42,pc,na,Whale,New,65,42,0
S00020671,P00014560,Mythic Quest,2024-04-27,,14.77,6,PC,N/A,Casual,New,13,19,0
S00020672,P00014560,Mythic Quest,2024-05-03,163,0,7,PC,N/A,Casual,New,13,,0
S00020673,P00014560,Mythic Quest,2024-06-12,,0,10,PC,N/A,Casual,New,36,7,0
S00020674,P00014560,Mythic Quest,2024-06-25,169,19.98,14,PC,N/A,Casual,New,37,28,0
S00020675,P00014560,Mythic Quest,2024-07-04,196,0,15,PC,N/A,Casual,New,31,25,0
S00020676,P00014561,Mythic Quest,2024-06-26,61,6.44,1,PlayStation,SA,PREMIUM,Intermediate,27,13,0
S00020677,P00014561,Mythic Quest,2024-06-30,109,0,3,PlayStation,SA,PREMIUM,Intermediate,,29,0
S00020678,P00014562,Mythic Quest,2024-05-07,166,0,39,Xbox,NA,Premium,,0,54,0
S00020679,P00014562,Mythic Quest,2024-06-15,222,0,41,Xbox,NA,Premium,,22,38,0
S00020680,P00014562,Mythic Quest,2024-06-27,118,,43,Xbox,NA,Premium,,,31,0
S00020681,P00014562,Mythic Quest,2024-06-30,159,18.23,46,Xbox,NA,Premium,,50,7,No
S00020682,P00014562,Mythic Quest,2024-07-17,222,11.52,49,Xbox,NA,Premium,,30,62,0
S00020683,P00014563,Mythic Quest,2024-06-01,112,,8,pc,,,new,14,,0
S00020684,P00014563,Mythic Quest,2024-06-03,156,8.08,10,pc,,,new,,,0
S00020685,P00014563,Mythic Quest,2024-07-14,217,,13,pc,,,new,56,39,0
S00020686,P00014564,Mythic Quest,2024-04-22,159,22.45,18,,OCE,,veteran,11,11,0
S00020687,P00014564,Mythic Quest,2024-04-26,47,0,20,,OCE,,veteran,34,38,0
S00020688,P00014564,Mythic Quest,2024-05-05,66,9.85,21,,OCE,,veteran,16,,No
S00020689,P00014564,Mythic Quest,2024-05-13,152,,23,,OCE,,veteran,16,26,1
S00020690,P00014566,Mythic Quest,2024-04-20,15,0,36,PLAYSTATION,SA,Casual,veteran,17,22,0
S00020691,P00014566,Mythic Quest,2024-05-09,128,,37,PLAYSTATION,SA,Casual,veteran,25,7,1
S00020692,P00014567,Mythic Quest,2024-04-23,195,0,47,,,Premium,veteran,24,26,0
S00020693,P00014567,Mythic Quest,2024-06-21,148,0,49,,,Premium,veteran,26,56,0
S00020694,P00014567,Mythic Quest,2024-06-23,117,0,52,,,Premium,veteran,31,14,0
S00020695,P00014567,Mythic Quest,2024-07-20,61,1.70,53,,,Premium,veteran,40,,0
S00020696,P00014567,Mythic Quest,2024-08-02,98,0,58,,,Premium,veteran,40,53,0
S00020697,P00014568,Mythic Quest,2024-05-05,149,,9,pc,NA,Whale,New,13,5,0
S00020698,P00014568,Mythic Quest,2024-05-05,185,0,10,pc,NA,Whale,New,8,,0
S00020699,P00014568,Mythic Quest,2024-05-31,19,0,12,pc,NA,Whale,New,17,3,0
S00020700,P00014568,Mythic Quest,2024-06-03,161,,15,pc,NA,Whale,New,37,51,0
S00020701,P00014568,Mythic Quest,2024-06-16,145,43.13,18,pc,NA,Whale,New,38,38,0
S00020702,P00014568,Mythic Quest,2024-06-27,86,,23,pc,NA,Whale,New,38,51,No
S00020703,P00014568,Mythic Quest,2024-07-17,124,,24,pc,NA,Whale,New,49,35,0
